area_type,availability,location,size,total_sqft,bath,balcony,City,Price,BHK,ready_to_move,price_per_sqft
Super built-up  Area,18-04-2024 00:00,Hosur Road,2 BHK,1223,2,1,Bangalore,9300000,2,0,7604.25184
Plot  Area,18-12-2024 00:00,Whitefield,3 Bedroom,1500,3,1,Bangalore,6190000,3,0,4126.666667
Built-up  Area,Ready To Move,Hennur,2 BHK,1050,2,2,Bangalore,4273000,2,1,4069.52381
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,2100,3,2,Bangalore,19000000,3,1,9047.619048
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,5 Bedroom,1200,4,2,Bangalore,24000000,5,1,20000
Built-up  Area,Ready To Move,Uttarahalli,3 Bedroom,1650,2,1,Bangalore,13000000,3,1,7878.787879
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1495,2,1,Bangalore,7800000,2,1,5217.391304
Super built-up  Area,Ready To Move,JP Nagar,3 BHK,1500,2,3,Bangalore,8200000,3,1,5466.666667
Super built-up  Area,21-07-2024 00:00,Koramangala,3 BHK,1605,3,2,Bangalore,26000000,3,0,16199.37695
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1270,2,2,Bangalore,5200000,2,1,4094.488189
Super built-up  Area,Ready To Move,Kumaraswami Layout,2 BHK,1081,2,3,Bangalore,6000000,2,1,5550.416281
Super built-up  Area,Ready To Move,Koramangala,3 BHK,1600,2,0,Bangalore,14000000,3,1,8750
Super built-up  Area,19-07-2024 00:00,Kanakpura Road,3 BHK,1596,3,1,Bangalore,11800000,3,0,7393.483709
Plot  Area,Ready To Move,Vasanthpura,6 Bedroom,600,6,2,Bangalore,6500000,6,1,10833.33333
Super built-up  Area,Ready To Move,Horamavu Agara,3 BHK,1557,3,1,Bangalore,7000000,3,1,4495.825305
Built-up  Area,Ready To Move,Devi Nagar,3 BHK,1410,3,3,Bangalore,6800000,3,1,4822.695035
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1984,4,1,Bangalore,14800000,3,1,7459.677419
Super built-up  Area,Ready To Move,Kadugodi,2 BHK,1196,2,3,Bangalore,6000000,2,1,5016.722408
Super built-up  Area,21-12-2024 00:00,Thanisandra,4 BHK,2259,3,2,Bangalore,11200000,4,0,4957.945994
Super built-up  Area,Ready To Move,Kenchenahalli,3 BHK,1720,3,2,Bangalore,10000000,3,1,5813.953488
Plot  Area,Ready To Move,8th Phase JP Nagar,4 Bedroom,600,5,2,Bangalore,9900000,4,1,16500
Built-up  Area,Ready To Move,Nagaraja Garden,2 BHK,1256,2,1,Bangalore,6280000,2,1,5000
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1243,2,2,Bangalore,4600000,2,1,3700.724055
Super built-up  Area,18-05-2024 00:00,Electronic City Phase II,3 BHK,1310,2,1,Bangalore,3783000,3,0,2887.78626
Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1140,2,1,Bangalore,5700000,2,1,5000
Super built-up  Area,Ready To Move,Cooke Town,3 BHK,1600,3,2,Bangalore,26000000,3,1,16250
Super built-up  Area,Ready To Move,Kothanur,3 BHK,1790,3,2,Bangalore,12000000,3,1,6703.910615
Super built-up  Area,Ready To Move,Harlur,2 BHK,1335,2,0,Bangalore,7276000,2,1,5450.187266
Super built-up  Area,Ready To Move,Nehru Nagar,3 BHK,1674,3,2,Bangalore,8100000,3,1,4838.709677
Plot  Area,Ready To Move,CV Raman Nagar,5 Bedroom,1200,2,1,Bangalore,10000000,5,1,8333.333333
Super built-up  Area,Ready To Move,Kenchenhalli,3 BHK,1786,3,2,Bangalore,7999000,3,1,4478.723404
Plot  Area,Ready To Move,Vidyaranyapura,4 Bedroom,770,3,2,Bangalore,6525000,4,1,8474.025974
Super built-up  Area,18-12-2024 00:00,Sarjapur  Road,2 BHK,1035,2,1,Bangalore,4700000,2,0,4541.062802
Super built-up  Area,19-12-2024 00:00,Whitefield,3 BHK,1564,3,1,Bangalore,10300000,3,0,6585.677749
Super built-up  Area,18-03-2024 00:00,Margondanahalli,2 BHK,1334,2,1,Bangalore,6776000,2,0,5079.46027
Plot  Area,Ready To Move,Defence Colony,10 Bedroom,7150,13,2,Bangalore,360000000,10,1,50349.65035
Super built-up  Area,18-05-2024 00:00,Bommasandra,3 BHK,1365,3,1,Bangalore,5396000,3,0,3953.113553
Super built-up  Area,Ready To Move,Choodasandra,2 BHK,1115,2,1,Bangalore,5000000,2,1,4484.304933
Super built-up  Area,Ready To Move,Jalahalli East,2 BHK,1020,2,1,Bangalore,4248000,2,1,4164.705882
Super built-up  Area,Ready To Move,BCMC Layout,3 BHK,1369,2,3,Bangalore,7200000,3,1,5259.313367
Super built-up  Area,18-08-2024 00:00,Whitefield,2 BHK,1240,2,2,Bangalore,4100000,2,0,3306.451613
Plot  Area,Ready To Move,Nagarbhavi,4 Bedroom,600,3,2,Bangalore,10000000,4,1,16666.66667
Super built-up  Area,Ready To Move,Gollahalli,2 BHK,1418,2,1,Bangalore,6200000,2,1,4372.35543
Built-up  Area,Ready To Move,Hebbal,3 BHK,2250,3,2,Bangalore,21900000,3,1,9733.333333
Super built-up  Area,Ready To Move,Shivaji Nagar,2 BHK,500,1,1,Bangalore,2000000,2,1,4000
Super built-up  Area,Ready To Move,KR Puram,2 BHK,1020,2,2,Bangalore,3900000,2,1,3823.529412
Built-up  Area,Ready To Move,Yelahanka New Town,2 BHK,1290,2,2,Bangalore,7000000,2,1,5426.356589
Plot  Area,Ready To Move,Attibele,3 Bedroom,1500,3,2,Bangalore,9000000,3,1,6000
Super built-up  Area,Ready To Move,Billekahalli,3 BHK,1290,3,3,Bangalore,6200000,3,1,4806.20155
Super built-up  Area,Ready To Move,Jalahalli,3 BHK,1881,3,2,Bangalore,11500000,3,1,6113.769272
Super built-up  Area,Ready To Move,Jigani,2 BHK,943,2,2,Bangalore,4950000,2,1,5249.204666
Built-up  Area,18-12-2024 00:00,Electronic City,2 BHK,1140,2,1,Bangalore,3293000,2,0,2888.596491
Super built-up  Area,Ready To Move,Nayandanahalli,2 BHK,1035,2,2,Bangalore,6000000,2,1,5797.101449
Plot  Area,18-12-2024 00:00,Whitefield,3 Bedroom,1500,3,1,Bangalore,7100000,3,0,4733.333333
Super built-up  Area,Ready To Move,Sindhi Colony,5 BHK,5665.84,7,2,Bangalore,98800000,5,1,17437.83799
Super built-up  Area,18-04-2024 00:00,Nanjappa Layout,2 BHK,1232,2,1,Bangalore,9428000,2,0,7652.597403
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1290,2,2,Bangalore,5612000,3,1,4350.387597
Super built-up  Area,Ready To Move,Malleshwaram,4 BHK,2610,4,2,Bangalore,30600000,4,1,11724.13793
Super built-up  Area,Ready To Move,Anandapura,3 BHK,1576,3,2,Bangalore,5870000,3,1,3724.619289
Super built-up  Area,Ready To Move,Chinnapanahalli,2 BHK,980,2,1,Bangalore,4100000,2,1,4183.673469
Super built-up  Area,Ready To Move,Hebbal,4 BHK,4000,6,1,Bangalore,44000000,4,1,11000
Super built-up  Area,18-06-2024 00:00,Sarjapur  Road,2 BHK,1346,2,1,Bangalore,7403000,2,0,5500
Super built-up  Area,Ready To Move,Hoodi,2 BHK,1181,2,2,Bangalore,5500000,2,1,4657.070279
Super built-up  Area,Ready To Move,Sathya Sai Layout,4 BHK,6652,6,1,Bangalore,66000000,4,1,9921.828022
Super built-up  Area,Ready To Move,Maragondanahalli,2 BHK,1307,2,2,Bangalore,5900000,2,1,4514.154552
Super built-up  Area,18-05-2024 00:00,Roopena Agrahara,3 BHK,1215,2,2,Bangalore,4986000,3,0,4103.703704
Super built-up  Area,Ready To Move,Sanjay nagar,2 BHK,1180,2,3,Bangalore,8000000,2,1,6779.661017
Built-up  Area,Ready To Move,Amruthahalli,1 Bedroom,600,1,1,Bangalore,5500000,1,1,9166.666667
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1115,2,2,Bangalore,5000000,2,1,4484.304933
Super built-up  Area,Ready To Move,Kanakapur main road,2 BHK,1025,2,2,Bangalore,4304000,2,1,4199.02439
Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,1910,3,2,Bangalore,13100000,3,1,6858.638743
Super built-up  Area,Ready To Move,Gottigere,2 BHK,1200,2,2,Bangalore,5000000,2,1,4166.666667
Built-up  Area,19-12-2024 00:00,Church Street,4 BHK,2920,4,3,Bangalore,53600000,4,0,18356.16438
Super built-up  Area,Ready To Move,Hebbal,2 BHK,1349,2,1,Bangalore,9800000,2,1,7264.640474
Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,1175,2,1,Bangalore,6000000,2,1,5106.382979
Super built-up  Area,Ready To Move,2nd Phase Judicial Layout,2 BHK,1150,2,1,Bangalore,4025000,2,1,3500
Super built-up  Area,20-12-2024 00:00,Old Madras Road,2 BHK,935,2,1,Bangalore,3272000,2,0,3499.465241
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1404,2,2,Bangalore,5900000,3,1,4202.279202
Built-up  Area,Ready To Move,BCC Layout,4 Bedroom,2700,3,2,Bangalore,23000000,4,1,8518.518519
Built-up  Area,Ready To Move,HSR Layout,2 BHK,1203,2,2,Bangalore,6000000,2,1,4987.531172
Plot  Area,Ready To Move,Nagavara,3 Bedroom,440,3,1,Bangalore,3500000,3,1,7954.545455
Super built-up  Area,Ready To Move,Somasundara Palya,3 BHK,1571,3,3,Bangalore,6300000,3,1,4010.184596
Super built-up  Area,Ready To Move,Mariyannapalya,2 BHK,1125,2,2,Bangalore,4600000,2,1,4088.888889
Super built-up  Area,18-04-2024 00:00,Kammasandra,1 BHK,610,1,1,Bangalore,1850000,1,0,3032.786885
Super built-up  Area,Ready To Move,Ambalipura,2 BHK,1198,2,2,Bangalore,8000000,2,1,6677.796327
Plot  Area,Ready To Move,Chandapura,3 Bedroom,1200,3,2,Bangalore,6500000,3,1,5416.666667
Super built-up  Area,Ready To Move,Nobo Nagar,2 BHK,1200,2,2,Bangalore,4500000,2,1,3750
Plot  Area,Ready To Move,Sathya Sai Layout,4 Bedroom,6688,6,1,Bangalore,70000000,4,1,10466.50718
Super built-up  Area,Ready To Move,Crimson Layout,3 BHK,1830,3,2,Bangalore,9500000,3,1,5191.256831
Super built-up  Area,19-09-2024 00:00,Kudlu Gate,3 BHK,1432,2,2,Bangalore,6111000,3,0,4267.458101
Built-up  Area,Ready To Move,Somasundara Palya,3 BHK,2300,2,0,Bangalore,7000000,3,1,3043.478261
Super built-up  Area,Ready To Move,9th Phase JP Nagar,2 BHK,1331.95,2,2,Bangalore,6900000,2,1,5180.374639
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,1876,3,3,Bangalore,16000000,3,1,8528.784648
Super built-up  Area,18-12-2024 00:00,Whitefield,3 BHK,1639,3,2,Bangalore,10700000,3,0,6528.370958
Plot  Area,Ready To Move,Akshaya Nagar,4 Bedroom,1200,4,2,Bangalore,12500000,4,1,10416.66667
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1665,3,2,Bangalore,7490000,3,1,4498.498498
Super built-up  Area,Ready To Move,Kogilu,2 BHK,1140,2,2,Bangalore,5066000,2,1,4443.859649
Super built-up  Area,21-12-2024 00:00,Electronic City,4 BHK,2093,4,2,Bangalore,13400000,4,0,6402.293359
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1450,3,3,Bangalore,6090000,3,1,4200
Super built-up  Area,18-05-2024 00:00,TC Palaya,3 BHK,1330,3,3,Bangalore,4656000,3,0,3500.75188
Plot  Area,Ready To Move,1st Block Koramangala,4 Bedroom,1200,5,1,Bangalore,35000000,4,1,29166.66667
Built-up  Area,18-12-2024 00:00,Talaghattapura,3 Bedroom,1800,3,1,Bangalore,8400000,3,0,4666.666667
Built-up  Area,Ready To Move,"Thanisandra Main Road, ",4 BHK,2872,4,3,Bangalore,18300000,4,1,6371.866295
Super built-up  Area,Ready To Move,Kumarapalli,3 BHK,1486,2,2,Bangalore,6500000,3,1,4374.158816
Built-up  Area,Ready To Move,Chikkalasandra,3 BHK,1425,1,0,Bangalore,5400000,3,1,3789.473684
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1255,2,2,Bangalore,4254000,2,1,3389.641434
Built-up  Area,Ready To Move,Electronic City,2 BHK,750,2,1,Bangalore,1950000,2,1,2600
Super built-up  Area,Ready To Move,Nagarbhavi,2 BHK,1225,2,3,Bangalore,5800000,2,1,4734.693878
Super built-up  Area,20-01-2024 00:00,Badavala Nagar,2 BHK,1274,2,1,Bangalore,9000000,2,0,7064.364207
Built-up  Area,Ready To Move,Medahalli,9 BHK,4600,9,2,Bangalore,15000000,9,1,3260.869565
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,1350,3,2,Bangalore,8099000,3,1,5999.259259
Super built-up  Area,19-06-2024 00:00,Mallathahalli,2 BHK,1100,2,2,Bangalore,6408000,2,0,5825.454545
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1760,3,2,Bangalore,13900000,3,1,7897.727273
Plot  Area,18-07-2024 00:00,Bommasandra,3 Bedroom,1200,3,2,Bangalore,11000000,3,0,9166.666667
Super built-up  Area,Ready To Move,Basavanapura,7 BHK,1800,5,3,Bangalore,6500000,7,1,3611.111111
Super built-up  Area,Ready To Move,Chandapura,3 BHK,1095,2,2,Bangalore,2800000,3,1,2557.077626
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,1140,2,2,Bangalore,4600000,2,1,4035.087719
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,1530,3,3,Bangalore,6486000,3,1,4239.215686
Super built-up  Area,18-02-2024 00:00,Kundalahalli,3 BHK,1724,3,3,Bangalore,14000000,3,0,8120.649652
Super built-up  Area,18-03-2024 00:00,Horamavu Agara,2 BHK,1058,2,2,Bangalore,4700000,2,0,4442.344045
Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,3 BHK,1464,3,2,Bangalore,5600000,3,1,3825.136612
Super built-up  Area,Ready To Move,Dodda Nekkundi Extension,3 BHK,1975,3,3,Bangalore,9000000,3,1,4556.962025
Super built-up  Area,18-11-2024 00:00,Sarjapur  Road,2 BHK,1112,2,1,Bangalore,5800000,2,0,5215.827338
Built-up  Area,Ready To Move,Doddabommasandra,2 Bedroom,1600,2,1,Bangalore,9000000,2,1,5625
Super built-up  Area,Ready To Move,Vittasandra,3 BHK,1648,3,2,Bangalore,8500000,3,1,5157.76699
Super built-up  Area,18-05-2024 00:00,Puttanahalli,2 BHK,1100,2,2,Bangalore,3200000,2,0,2909.090909
Super built-up  Area,18-11-2024 00:00,Hoskote,1 BHK,509,1,1,Bangalore,2300000,1,0,4518.664047
Super built-up  Area,21-12-2024 00:00,Talaghattapura,3 BHK,2265,3,3,Bangalore,15900000,3,0,7019.86755
Super built-up  Area,Ready To Move,Malleshpalya,2 BHK,1200,2,2,Bangalore,4600000,2,1,3833.333333
Super built-up  Area,Ready To Move,Makali,1 BHK,530,1,1,Bangalore,1800000,1,1,3396.226415
Built-up  Area,Ready To Move,Green View Layout,2 BHK,1010,2,1,Bangalore,4100000,2,1,4059.405941
Built-up  Area,Ready To Move,Kaggadasapura,2 BHK,1150,2,2,Bangalore,4500000,2,1,3913.043478
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1340,2,2,Bangalore,7500000,2,1,5597.014925
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,1850,3,1,Bangalore,9800000,3,1,5297.297297
Built-up  Area,Ready To Move,Doddathoguru,2 BHK,907,2,1,Bangalore,4000000,2,1,4410.14333
Plot  Area,Ready To Move,Benson Town,2 Bedroom,1688,2,0,Bangalore,28000000,2,1,16587.67773
Plot  Area,Ready To Move,Ulsoor,2 Bedroom,1160,2,1,Bangalore,13000000,2,1,11206.89655
Super built-up  Area,Ready To Move,Pai Layout,3 BHK,1600,2,1,Bangalore,6500000,3,1,4062.5
Plot  Area,Ready To Move,Prasanna layout Herohalli,6 Bedroom,1800,5,1,Bangalore,14000000,6,1,7777.777778
Super built-up  Area,Ready To Move,Iblur Village,4 BHK,3596,5,1,Bangalore,25100000,4,1,6979.977753
Super built-up  Area,Ready To Move,Hosur Road,3 BHK,1464,3,2,Bangalore,5600000,3,1,3825.136612
Super built-up  Area,Ready To Move,Hennur,2 BHK,1295,2,1,Bangalore,6200000,2,1,4787.644788
Super built-up  Area,Ready To Move,Kodbisanhalli,2 BHK,1012,2,1,Bangalore,6200000,2,1,6126.482213
Super built-up  Area,Ready To Move,Yelahanka New Town,3 BHK,1000,2,1,Bangalore,4800000,3,1,4800
Super built-up  Area,Ready To Move,Channasandra,2 BHK,1010,2,1,Bangalore,3200000,2,1,3168.316832
Super built-up  Area,Ready To Move,Bharathi Nagar,2 BHK,1379,2,1,Bangalore,8500000,2,1,6163.886875
Built-up  Area,18-05-2024 00:00,Kasavanhalli,2 BHK,1121,2,2,Bangalore,7500000,2,0,6690.454951
Built-up  Area,Ready To Move,LB Shastri Nagar,2 BHK,1200,2,1,Bangalore,7500000,2,1,6250
Super built-up  Area,Ready To Move,Sarakki Nagar,4 BHK,3124,6,3,Bangalore,34900000,4,1,11171.5749
Super built-up  Area,18-09-2024 00:00,Bannerghatta Road,2 BHK,1246,2,2,Bangalore,4735000,2,0,3800.160514
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1420,3,2,Bangalore,9000000,3,1,6338.028169
Carpet  Area,Ready To Move,Shivaji Nagar,2 BHK,600,1,1,Bangalore,6500000,2,1,10833.33333
Super built-up  Area,Ready To Move,Hadosiddapura,2 BHK,1090,2,2,Bangalore,5500000,2,1,5045.87156
Super built-up  Area,18-04-2024 00:00,Electronic City,2 BHK,1355,2,1,Bangalore,7300000,2,0,5387.453875
Super built-up  Area,Ready To Move,Ambedkar Nagar,2 BHK,1425,2,1,Bangalore,9400000,2,1,6596.491228
Built-up  Area,Ready To Move,Chikkabanavar,8 Bedroom,4000,7,0,Bangalore,11000000,8,1,2750
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,1700,3,2,Bangalore,11100000,3,1,6529.411765
Super built-up  Area,21-12-2024 00:00,Talaghattapura,3 BHK,2099,3,2,Bangalore,13400000,3,0,6383.992377
Plot  Area,18-04-2024 00:00,Yelahanka,5 Bedroom,1330,5,0,Bangalore,21000000,5,0,15789.47368
Super built-up  Area,19-12-2024 00:00,Devanahalli,3 BHK,1520,2,1,Bangalore,6976000,3,0,4589.473684
Built-up  Area,Ready To Move,Sarvobhogam Nagar,3 BHK,1490,3,0,Bangalore,14000000,3,1,9395.973154
Super built-up  Area,Ready To Move,Horamavu Banaswadi,2 BHK,1000,2,2,Bangalore,5000000,2,1,5000
Super built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,1291,2,2,Bangalore,7230000,2,1,5600.309837
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,1339,2,2,Bangalore,6700000,2,1,5003.73413
Super built-up  Area,Ready To Move,Near International Airport,2 BHK,1330,2,1,Bangalore,5600000,2,1,4210.526316
Plot  Area,Ready To Move,Ramakrishnappa Layout,4 Bedroom,9200,4,2,Bangalore,260000000,4,1,28260.86957
Plot  Area,Ready To Move,Pattegarhpalya,8 Bedroom,1200,8,0,Bangalore,14000000,8,1,11666.66667
Built-up  Area,Ready To Move,Palace Road,2 BHK,1650,1,1,Bangalore,13000000,2,1,7878.787879
Plot  Area,Ready To Move,Defence Colony,6 Bedroom,8000,6,3,Bangalore,280000000,6,1,35000
Super built-up  Area,Ready To Move,Jakkur,2 BHK,1125,2,1,Bangalore,4475000,2,1,3977.777778
Built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,1310,2,1,Bangalore,6200000,2,1,4732.824427
Super built-up  Area,Ready To Move,Bellandur,2 BHK,1096,2,2,Bangalore,4000000,2,1,3649.635036
Super built-up  Area,Ready To Move,Dasanapura,2 BHK,814,2,1,Bangalore,4370000,2,1,5368.550369
Plot  Area,Ready To Move,Sarjapur  Road,3 Bedroom,3500,3,2,Bangalore,27500000,3,1,7857.142857
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1140,2,2,Bangalore,4400000,2,1,3859.649123
Super built-up  Area,Ready To Move,Singanayakanahalli,3 BHK,1480,2,0,Bangalore,7500000,3,1,5067.567568
Super built-up  Area,Ready To Move,Hebbal,4 BHK,4000,6,1,Bangalore,37000000,4,1,9250
Super built-up  Area,Ready To Move,Nagappa Reddy Layout,3 BHK,1500,2,3,Bangalore,7800000,3,1,5200
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1850,3,2,Bangalore,8900000,3,1,4810.810811
Super built-up  Area,Ready To Move,Jalahalli West,2 BHK,745,2,1,Bangalore,3600000,2,1,4832.214765
Super built-up  Area,18-12-2024 00:00,Whitefield,1 BHK,613,1,1,Bangalore,4800000,1,0,7830.342577
Plot  Area,Ready To Move,Rajarajeshwari nagar,4 Bedroom,1200,5,2,Bangalore,32500000,4,1,27083.33333
Carpet  Area,Ready To Move,Bannerghatta Road,3 BHK,1470,2,1,Bangalore,8500000,3,1,5782.312925
Plot  Area,Ready To Move,Frazer Town,1 Bedroom,896,1,0,Bangalore,10000000,1,1,11160.71429
Super built-up  Area,Ready To Move,Tilak Nagar,1 BHK,250,2,2,Bangalore,4000000,1,1,16000
Plot  Area,Ready To Move,T Dasarahalli,6 Bedroom,1200,3,2,Bangalore,12500000,6,1,10416.66667
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,1160,2,2,Bangalore,4500000,2,1,3879.310345
Plot  Area,Ready To Move,Laggere,7 Bedroom,1590,9,3,Bangalore,13200000,7,1,8301.886792
Built-up  Area,Ready To Move,Attibele,1 BHK,520,1,1,Bangalore,1500000,1,1,2884.615385
Plot  Area,Ready To Move,T Dasarahalli,9 Bedroom,1178,9,1,Bangalore,7500000,9,1,6366.72326
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1360,2,1,Bangalore,6499000,3,1,4778.676471
Super built-up  Area,Ready To Move,Gopalkrishna Nagar,2 BHK,1155,2,1,Bangalore,6400000,2,1,5541.125541
Super built-up  Area,18-08-2024 00:00,Chandapura,1 BHK,520,1,1,Bangalore,1404000,1,0,2700
Super built-up  Area,Ready To Move,Ambalipura,3 BHK,1615,2,3,Bangalore,15000000,3,1,9287.925697
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,8 Bedroom,6000,8,3,Bangalore,21500000,8,1,3583.333333
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1140,2,2,Bangalore,3900000,2,1,3421.052632
Super built-up  Area,Ready To Move,Reliaable Tranquil Layout,3 BHK,1508,3,1,Bangalore,7700000,3,1,5106.100796
Built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,2395,4,2,Bangalore,15000000,3,1,6263.048017
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1590,3,2,Bangalore,5700000,3,1,3584.90566
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,2215,4,2,Bangalore,15200000,3,1,6862.302483
Super built-up  Area,Ready To Move,R.T. Nagar,3 BHK,1667,3,2,Bangalore,13000000,3,1,7798.440312
Built-up  Area,Ready To Move,7th Block Jayanagar,3 BHK,1903,2,1,Bangalore,29300000,3,1,15396.74199
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1530,2,1,Bangalore,10800000,2,1,7058.823529
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1730,3,2,Bangalore,12500000,3,1,7225.433526
Built-up  Area,Ready To Move,JP Nagar,2 BHK,1048,2,1,Bangalore,4400000,2,1,4198.473282
Super built-up  Area,Ready To Move,Malleshpalya,2 BHK,1225,2,2,Bangalore,5200000,2,1,4244.897959
Carpet  Area,19-01-2024 00:00,Hennur Bande,2 BHK,1200,2,3,Bangalore,7000000,2,0,5833.333333
Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,1175,2,1,Bangalore,6500000,2,1,5531.914894
Super built-up  Area,Ready To Move,Devanahalli,1 BHK,1075,2,2,Bangalore,5257000,1,1,4890.232558
Super built-up  Area,19-12-2024 00:00,Electronic City Phase II,3 BHK,1651,3,1,Bangalore,4953000,3,0,3000
Super built-up  Area,Ready To Move,8th Phase JP Nagar,3 BHK,1500,2,3,Bangalore,5500000,3,1,3666.666667
Super built-up  Area,Ready To Move,Doddathoguru,3 BHK,1783,3,3,Bangalore,8500000,3,1,4767.246214
Super built-up  Area,Ready To Move,Kereguddadahalli,2 BHK,1015,2,1,Bangalore,3500000,2,1,3448.275862
Super built-up  Area,Ready To Move,12th cross srinivas nagar banshankari 3rd stage,1 BHK,1800,1,1,Bangalore,20000000,1,1,11111.11111
Built-up  Area,Ready To Move,Sarjapur  Road,4 Bedroom,2758,4,1,Bangalore,24000000,4,1,8701.957941
Plot  Area,Ready To Move,5th Stage BEML Layout,4 Bedroom,1200,5,2,Bangalore,32500000,4,1,27083.33333
Super built-up  Area,18-04-2024 00:00,Sarjapur  Road,2 BHK,1132,2,1,Bangalore,7000000,2,0,6183.745583
Plot  Area,Ready To Move,KR Puram,2 Bedroom,1200,2,0,Bangalore,7500000,2,1,6250
Built-up  Area,Ready To Move,Hoodi,3 BHK,1490,3,0,Bangalore,8500000,3,1,5704.697987
Built-up  Area,18-03-2024 00:00,Thanisandra,4 BHK,1917,4,2,Bangalore,13000000,4,0,6781.429317
Super built-up  Area,Ready To Move,Bhoganhalli,3 BHK,1703,3,2,Bangalore,12000000,3,1,7046.388726
Super built-up  Area,Ready To Move,Old Madras Road,2 BHK,1211,2,3,Bangalore,4500000,2,1,3715.937242
